ma_khach_hang,noi_dung_binh_luan,ngay_binh_luan,gio_binh_luan,so_sao,ma_san_pham,content_new,sentiment
1727,hàng tới tay dong goi cẩn thận chất lượng khỏi chê,20/11/2023,12:49,5,100220035,chất_lượng chê,0
1732,Mùi dễ chịu giảm mụn,20/11/2023,11:08,5,422206043,dễ_chịu,0
552,"mát và dịu da thôi rồi, độ thẩm thấu nhanh. Chất lượng và tầm giá rất là okela luôn",13/10/2021,9:27,5,422211878,mát dịu tầm_giá,0
1075,"Mình dùng trên mặt thấy ổn nha,da m hỗn hợp thiên dầu có mụn ẩn nhẹ,dùng k thấy bị bít với lên mụn. Chất kem mỏng nhanh khô,thấm rất nhanh nha. K có nâng tông nhưng mà cái lớp finish khô k bị đổ dầu nhiều lắm. Tuy nhiên độ chống nắng mình cho 7 điểm thôi, nếu mà nắng gắt thì e này k bảo đảm độ chống nắng đâu",14/11/2023,23:49,5,249500001,ổn bít khô thấm chóng nâng_tông khô đổ lắm chống nắng không_bảo_đảm độ chống,0
325,"Tẩy trang khá sạch, da ẩm mượt sau tẩy trang, phù hợp với những bạn trang điểm nhẹ nhàng or ko trang điểm or chỉ sd kem chống nắng",6/8/2020,13:45,5,422211489,sạch ẩm mượt_tẩy nhẹ_nhàng chống,0
746,loại này dùng rất ok nha chắt tui mua thêm 1 chai nữa tặng cho bạn mới được,17/08/2022,22:14,5,100230057,đồng_ý chắt tặng,0
1353,M dùng e này khá là ok. Hết sẽ mua tiếp.,7/9/2022,12:23,5,422216602,tiếp,0
2206,"khuyên nên mua loại chanh í, môi dù có khô, nứt đến bao nhiêu thì qua một đêm cũng căng hồng hào như chưa từng khô bao giờ luôn á, nên mua nha",2/5/2021,11:07,5,225200013,khuyên khô nứt nhiêu căng hồng_hào khô,0
106,Mặt nạ này đắp xong có cần rửa lại với nước kh ạ,12/4/2023,19:24,5,365000017,đắp rửa,0
1054,đỉnh,7/8/2024,1:46,5,422211183,,0
1791,Cho em hỏi sao chữ trên sản phẩm một số chỗ bị mờ vậy ạ,22/10/2020,20:13,5,100240016,mờ,0
320,Cảm giác đổ ra bông tẩy trang rồi lau mặt rất mát( mát ở đây không phải là kích ứng). Cảm thấy rất đáng để mua!,3/10/2020,16:46,5,422211446,đổ mát_mát,0
2066,"Nâng tông nhẹ tự nhiên, kiềm dầu, không bóng",27/07/2021,14:32,5,249500019,nâng nhẹ tự_nhiên,0
1099,"Bông xài mềm mịn, ko sơ bông",3/4/2021,20:50,5,237800005,xài mềm,0
2290,Giao hàng nhanh,23/10/2020,13:17,5,422216098,,0
388,"xài rất ok nha, nắng nóng da mình tiết dầu nhiều xịt lên là mặt hết dầu luôn, nhưng sau chai lớn 150ml hiệu quả kh bằng chai nhỏ 50ml",21/11/2023,9:38,5,204100079,xài đồng_ý nắng_nóng tiết_dầu không_bằng,0
2974,Mình lỡ mua dư nên cần pass lại cho bạn nào cần. Neww 100% liên hệ zalo mình nhé 0925513817,4/2/2023,19:21,5,318900009,lỡ_dư liên_hệ,0
75,nâng tone da tốt và mềm mịn khô ráo trên da nhanh và thơm dễ chịu lắm nhma làm da bị đổ dầu nên bạn nào da dầu quá thì cân nhắc nha nhma da khô thì chân ái luôn cá nhân mình rất mê em này,13/09/2021,8:30,5,249500019,nâng tốt mềm_mịn thơm dễ_chịu lắm đổ cân_nhắc khô chân_ái mê,0
217,"Nhìn nhỏ xinh .Tẩy trang bt thôi , mắt môi trang điểm đậm thì k sạch đâu",10/3/2022,21:28,5,422204259,nhỏ_tẩy đậm không_sạch,0
2681,Bông mịn.,8/4/2021,15:21,5,422203809,,0
2086,Dùng thích lắm,7/9/2023,23:13,5,422202045,thích lắm,0
1589,"Cấp ẩm tốt, giá rẻ, nói chung ok",12/3/2023,21:31,5,422206100,tốt rẻ,0
2518,"Sữa rửa mặt nay bác sĩ kê cho minh từ lúc bị mụn dậy thì sử dung thời gian đó da mặt minh hết mun luôn , minh cũng đã thử qua nhiêu dòng sữa rưa mặt khác nhưng vẫn không thích bắng e này nhé . Rửa xong thấy da mặt sạch không có cảm giác kin kít nhé",30/11/2022,9:17,5,204100054,rửa bác_sĩ kê mụn dậy thử_nhiêu rưa không_thích rửa sạch cảm_giác,0
402,"Kem sịn nha,dùng rất chất lượng,đáng tiền",15/04/2023,23:05,5,204900013,chất_lượng,0
3419,"Mình mới mua 1 lọ nhưng dùng không hợp. Mình cần pass lại, mới dùng 1 lần, 99%. Mình bán lại nửa giá gốc thôi. Bạn nào cần thì liên hệ mình 0815424555 (cam kết mua tại Hasaki nhé)",8/2/2023,13:45,5,422202580,lọ liên_hệ kết,0
3207,Tốt,2/8/2023,16:33,5,422220080,tốt,0
458,"mình mới mua e nì sài , phiên bản cũ sài ok lắm mn , da mình da dầu sức e nì cả 1 ngày k ra dầu luôn á. mai mắn sao mình mua ngay phiên bản cũ nên sài rất ok .",18/07/2023,14:30,5,204900013,nì cũ xài đồng_ý lắm dầu_sức nì không_dầu á_mắn phiên_bản cũ đồng_ý,0
1646,nhiều người khen nên mình sẽ cân nhắc sử dụng em này,20/11/2023,10:05,5,318900019,cân_nhắc,0
1348,"Tẩy trang sạch nhưng rít hơn loreal, phải rửa lại với nước.",4/7/2024,7:49,4,422211489,sạch rít rửa,0
2472,"Nâng tone da rất đẹp và tự nhiên, chất kem như sữa dễ tán k vón, thấm nhanh k bết dính, da khô xài đã lắm! Rất ưng bụng nha",14/05/2024,8:58,5,422211997,nâng đẹp tự_nhiên chất dễ_tán thấm_chóng dính lắm ưng,0
1703,Sản phẩm sử dụng ổn nhưng chất lượng chưa như quảng cáo.,11/10/2022,21:32,2,422210784,ổn chất_lượng,1
1149,Sản phẩm tạm ổn nhưng không như kỳ vọng.,26/02/2022,11:29,2,422205162,tạm ổn,1
1854,"chai này nâng tone sáng nha mn nhưng đợi ráo lai thì tệp vào da kiềm dầu ổn, cái này ok chắc mình sẽ dùng loai này luôn",12/11/2021,11:55,5,213300094,nâng đợi_ráo tệp ổn đồng_ý,0
1218,"Da ko treatment, ở trong nhà nhiều thì dùng ok lắm giá rẻ",4/12/2020,11:53,5,422217292,đồng_ý lắm rẻ,0
999,sau một thời gian dùng thì sẽ bớt dầu trên da. Rửa x da mịn siêu thích lun á mk khuyên mng nên mua e này nếu bạn là da dầu nhé,6/12/2021,0:10,5,422204795,bớt rửa khuyên,0
1986,"sd 2-3 chai rồi... ưng ý . không có chê bài gì với dòng này... kiềm dầu ổn. không bết dính, nâng tone đẹp. ai hổng có nhiều xiền thì có thể tham khảo ạ...",1/12/2022,19:28,5,249500027,chê ổn dính nâng đẹp hổng khảo,0
283,"nc tẩy trang dịu nhẹ, mềm da, k gây kích ứng, chai to giá rẻ nữa. giao hàng hơi lâu. ncl ok",2/6/2021,23:07,5,422206648,dịu nhẹ mềm không_gây kích_ứng rẻ hàng hơi,0
1333,"hasaki đóng gói rất cẩn thận, từng miếng băng keo đến vỏ hộp đều xếp gọn gàng. mình sẽ trải nghiệm sản phẩm và ghi lại trải nghiệm này. cám ơn Hasaki.",13/05/2021,13:24,5,253900003,đóng_gói cẩn_thận xếp trải_nghiệm sản_phẩm,0
1524,"mình thấy tinh chất ko quá đặc, bôi lên hơi dính nhẹ, thấm ko nhanh bằng wonjin đâu. nói chung mk cx dùng ít nên ko thấy quá nhiều công dụng, đơn giản cấp ẩm, làm dịu bình thường",25/05/2024,22:13,4,422209431,đặc_bôi hơi dính nhẹ thấm không_thấy đơn_giản dịu,0
2114,"Mình xài hết 1 hũ rồi. Theo cá nhân mình thì không cả thiện gì nhiều, mặt mình vẫn bị thâm,",5/10/2024,22:38,4,422206644,xài không_cả_thiện thâm,0
2941,"dùng rất thích, đã từng mua 2 hũ mini dùng thấy thích quá múc luôn hũ full về dùng cho đã",13/09/2023,12:50,5,200500293,thích thích múc hũ,0
2015,"Bữa thấy hasaki khuyến mãi nên mua dùng thử, khá ưng vì chất kem mỏng nhẹ, nâng tông nhẹ nhàng tự nhiên",21/11/2022,10:11,5,422203145,khuyến_mãi thử ưng chất mỏng nhẹ nâng,0
233,Sp tốt,23/12/2021,10:16,5,205100136,tốt,0
145,Sap phẩm tốt vừa túi tiền dung lại rất hiệu quả ạ,19/04/2023,20:48,5,205100136,phẩm tốt túi_tiền hiệu_quả,0
1156,"sản phẩm khá tốt, nhẹ, phù hợp nhiều loại da, mình sẽ tiếp tục mua.",14/03/2022,9:45,5,422208910,tốt_nhẹ,0
2361,"SỬ DỤNG DỄ DÀNG, RẤT THOẢI MÁI, THƯ GIÃN TỘT ĐỘ.",30/04/2023,14:53,5,308500009,dễ_dàng thoải_mái,0
46,sài rất lâu lun ă ngày tẩy ba lần ok lắm nên mua nhưng mà với ai có trang điểm và son lì thì k ra hết đâu nhé,1/11/2022,6:47,5,100230057,lâu_ă đồng_ý lắm lì không_hết,0
1884,"Từ đợt vô Hasaki được bạn nhân viên giới thiệu em này, mình mê luôn đến giờ chắc cũng được tuýp thứ 3 rồi. Rửa xong da ẩm mịn chứ không để lại cảm giác khô căng kiểu Angel's Liquid Gluta. Nếu Bio essence làm dạng nắp bật/đóng thì mình chấm luôn em này 10đ không có nhưng. Cá nhân mình không thích srm dạng nắp vặn cho lắm.",1/11/2023,21:11,4,422208859,vô_hasaki mê tuýp rửa cảm_giác khô căng bio bản_chất bật đóng chấm không_thích nắp_vặn lắm,0
308,"rửa sạch , mịn da",11/6/2020,11:20,5,204900159,rửa sạch,0
1331,thiết kế siêu xinh,15/06/2021,15:12,5,253900004,,0
3112,"Sử dụng sau bước làm sạch+sr thấy da ẩm mượt, căng bóng, đặc biệt là khi make up lên cũng ăn nền, không bị mốc, rất thích sẽ mua lại lần nữa",13/05/2021,13:04,5,204100013,sạch ẩm_mượt căng không_bị thích,0
3365,"Sau hai tháng dùng đều đặn thì điều mình cảm nhận rõ là da khoẻ hơn , đủ ẩm, lúc nào cũng mềm mại trong trẻo. Mình da dầu mụn dùng 2 lần mỗi ngày thì apply xong da khô ráo, không hề nhờn rít gì, cũng không kích ứng . Sẽ tiếp tục dùng hết",9/4/2018,1:39,4,201600074,cảm_nhận khỏe mềm_mại mụn apply không_hề không_kích_ứng,0
30,Da mình da thường hơi khô vùng chữ T đổ chút dầu xài dòng này thấm nhanh k bết rít cảm giác da như k xài gì lên v,27/06/2023,0:28,5,422200236,hơi khô đổ xài thấm_chóng rít cảm_giác,0
3507,Hasaki nên để thêm phần thời gian sử dụng ở phần mô tả sản phẩm ví dụ:” 3-4 lần tuần hay nhiều hơn nữa” thì tốt cho người sử dụng,5/7/2022,12:38,5,386000015,sản_phẩm ví_dụ khô tốt,0
658,Mình không nhận được bông tẩy trang khi mua sản phẩm này,4/10/2023,17:30,4,100230057,bông_tẩy,0
2063,kem chống nắng nâng tone nhẹ nhàng. chất kem đê tán. xài ban ngày thấy dưỡng ẩm oki. cơ mà em này xài mua hè không hop đâu. nó không kiềm dầu. bạn nào da khô thì bao hợp nhá,24/12/2021,23:53,5,422203145,chống nâng xài cấm xài không_nhảy_lò khô hợp,0
2584,Dùng nhiều loại vẫn là silcot đỉnh nhất,8/7/2021,9:55,5,207500001,silcot_đỉnh,0
54,"Sản phẩm không màu , k nâng tông , dưỡng ẩm nhiều nên bạn nào da dầu sẽ thấy bị bóng , mua cho ông ny xài thấy mặt ổng ko bóng do da ổng khô queo, sản phẩm có chứa cồn nên bạn nào nhạy cảm nên xem xét lại , có cồn nên bôi tránh mắt ra để tránh bị rát",18/08/2022,9:58,5,422206421,không_màu ẩm người_yêu xài khô chứa nhạy_cảm xét bôi rát,0
3255,mịn màng và bớt tiết dầu hơn,5/12/2023,10:51,5,422206541,bớt tiết_dầu,0
3092,"Mé oi, siêu cấp đỉnh. Xài này không tiếc tiền luôn á. Trộm vía dùng cho con mụn nào là sạch con mụn đó, không trồi lên thêm lần nào nữa.",2/7/2024,10:52,5,345800027,siêu_cấp xài không_tiếc á_trộm_vía lừa sạch lừa không_trồi,0
256,Hơi bị thích luôn! Rửa sạch mà k bị cảm giác khô,27/12/2022,18:59,5,422205932,hơi thích rửa sạch không_bị khô,0
3273,"Mặt nạ tốt, mùi dễ chịu, lượng chất ẩm vừa phải",18/04/2024,16:56,5,422206103,tốt,0
2237,mình mới mua xài tầm 3 tuần bỏ thì uổn mà thì cái tự dưng đen xì lì.đã xác định là xài kem này để dưỡng căng mướt thui chứ củng kg mong trắng lên cơ bản da trắng sẳng.nhưng giờ cái mặt đen thui lại ...,21/09/2024,13:06,5,206400010,xài đen xác_định xài dưỡng căng trắng đen,0
2326,"Sử dụng dễ dàng rất thoải mái , thư giãn tột độ",3/5/2023,19:38,5,308500013,dễ_dàng thoải_mái,0
1294,"Sài rất ok,mùi thoang thoảng và làm dịu da",14/02/2024,14:55,5,253900004,mùi_thoảng dịu,0
2389,"SỬ DỤNG DỄ DÀNG,rất thoải mái, thư giãn tột độ",28/04/2023,15:41,5,422205164,dễ_dàng thoải_mái,0
2931,Mình không thường viết đánh giá đâu nhưng mà đắp xong mặt nạ này ko thể ko đánh giá. Quá xuất sắc. Đắp xong mà da đẹp hẳn luôn ạ.,17/10/2024,0:14,5,422217972,không_thường viết đắp đắp đẹp hẳn,0
2743,"Thấm nhanh, không bị bết,",13/11/2022,17:38,5,422211276,thấm,0
767,acb,30/12/2021,15:32,5,100230059,,0
529,Đó h nghe review quá chời . K tin lắm . Nhưng thử cái mê luôn. Kiềm dầu khô nhanh . Mình dúng chung với serum k thấy vón gì cả . Êm nha,9/7/2022,20:15,5,204900013,nghệ không_thiếc lắm thử mê dúng êm,0
1033,"Kem đỉnh thật , thoa vô là mát",27/04/2023,20:04,5,422200236,vô mát,0
1075,"Mùi rất thơm, hạt có hơi to với sắc nếu bạn chỉ bị mụn đầu đen vùng mũi thôi thì nên chỉ sử dụng trên khu vực đó thôi,k nên dùng hết trên mặt dễ bị trầy. Muốn hiệu quả hơn thì trước khi rửa mặt lấy khăn nhúng nước ấm hoặc hơi nóng rồi đặt trên mũi cho mụn nó mềm ra, sau đó rửa thì sẽ giảm mụn",18/11/2022,0:40,5,207300009,thơm hơi mụn đen trầy hiệu_quả rửa nhúng ấm hơi nóng mềm rửa,0
137,Ổn,2/7/2023,12:26,5,422211447,ổn,0
110,"Mình sử dụng thấy da sạch hơn tẩy trang của laroche posay nhiều mà cũng rẻ hơn . Chưa tới 200k , laroche gần tận 400k Nếu Lúc đầu mình biết đến và dùng loại này thì đỡ tiền hơn dùng laroche nhiều rồi haizz",7/9/2024,21:17,5,422204259,sạch posay rẻ laroche đỡ,0
4022,"lotion hada labo xài hơi bị đã luôn, dưỡng da cấp ẩm tốt mà còn mềm mịn",31/05/2021,23:27,5,224100001,labo xài hơi dưỡng tốt mềm,0
198,tốt,24/06/2022,22:34,4,422208807,tốt,0
342,"Tẩy sạch, ẩm da, thiết kế đẹp, giá sinh viên",14/01/2020,14:21,5,223600026,sạch đẹp,0
35,Sản phẩm này qá ok . Nên mua ạ sử dụng thích lắm,17/04/2023,13:44,5,318900012,đồng_ý thích lắm,0
1205,"Hàng chính hãng đúng như trong hình sản phẩm, rất tốt, cho 5 sao và tiếp tục ủng hộ shop lâu dài",21/08/2021,14:51,5,249500013,tốt ủng_hộ,0
3678,Sử dụng lần đầu xong thấy mặt mịn và căng lắm,8/8/2017,7:20,5,100220037,mịn căng lắm,0
1621,Megaduo hiệu quả rất chậm mình thấy ko cải thiện gì sau khi sài hết 1 tuýp,26/01/2022,20:46,4,327500002,chậm xài,0
911,"Tạm ổn với mức giá này, không mong đợi gì hơn.",17/04/2022,10:42,3,200400004,tạm ổn,1
1513,da ẩm mịn trắng nhanh. sài hết 1 hũ kem đêm thì da đã trắng hồng. kem ngày có chống nắng hơi khó tán,8/6/2023,20:18,5,422206035,trắng xài trắng chống hơi tán,0
2698,Good,2/5/2019,16:43,5,345800001,tốt,0
1366,"Tuỵp 15g thuận tiện khi đi du lịch. Sau khi xức, cảm nhận dự án mịn, mướt.",3/11/2024,11:56,5,422200306,thuận_tiện cảm_nhận,0
328,Tẩy trang sạch . Độ ẩm vừa đủ trên da . Không gây bết rít hay châm chít kích ứng . Thương hiệu đáng tin cậy . Xài hết nhất định sẽ mua tiếp,31/08/2020,13:19,5,422211447,sạch bết rít khô thiếc xài tiếp,0
1109,"tẩy sạch mà êmmmmm, đáng tiền",7/10/2022,5:30,5,422204884,sạch êmmmmm,0
713,Sản phẩm dùng oki tốt k gây dị ứng cho da,20/04/2023,19:19,5,100230057,tốt không_gây dị_ứng,0
2938,Đã mua hàng. Shop giao rất nhanh. Mặt nạ dùng rất ưng ý. Mình đã thử mua nhiều loại và mỗi loại đều có công dụng riêng,24/04/2024,15:26,5,365000015,ưng_ý thử,0
707,"Sử dụng dễ dàng, rất thoải mái, thư giãn tột độ",28/04/2023,9:59,5,308500013,dễ_dàng thoải_mái,0
2299,"Giá quá rẻ. Xài tốt, mát. Mình hay dùng em này xịt lên bông tẩy trang để cấp nước sâu 3 lần một ngày.",19/04/2018,5:01,5,422216098,rẻ xài tốt mát khô xịt cấp_nước sâu,0
688,"KEM ĐỈNH THẬT, THOA VÔ LÀ MÁT",30/04/2023,20:23,5,422200236,vô mát,0
168,Giá hợp lý nha mn Mình da dầu mụn xịt thoa lại kcn Xịt thấy da nó giống như đc thoáng ra rõ rệt mát và thư giảm cho da cực kì Có cấp ẩm nhẹ nhàng nha mn Da dầu cấp ẩm nhẹ v khá hợp luôn Ko kích ưng hay lên mụn Xịt lên fresh cực kì 9đ ko nói nhiều,19/11/2022,21:15,5,422216098,hợp_lý mụn xịt kcn xịt thoáng rõ_rệt mát thư_giảm ẩm nhẹ_nhàng hợp không_kích_ưng khô xịt không_nói,0
51,Không biêys là sài bao nhiêu tuyt rồi . Rất ưng . Da mình rat nhạy cảm lên da dịu mát sáng dạy mặt mềm mịn dễ chịu. Đáng mua,8/7/2023,14:13,5,318900005,tuyt ưng chuột nhạy_cảm dịu mát dạy,0
1829,"Lớp finish cực kỳ đẹp mọi người ơi, mềm mịn kiềm dầu cực thích, giá rẻ. Trước đây mình dùng nhiều loại lắm rồi từ mắc đến rẻ nhưng có lẽ đến em này mình sẽ dừng lại quá vì quá ưng",29/03/2024,13:55,5,249500028,cực_kỳ đẹp mềm cực thích rẻ lắm mắc rẻ dừng,0
